comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
বাপরে পুরা আইনস্টাইন লাগতাছে🤔 আইনস্টাইন বেঁচে থাকলে এই ছবি দেখার পর নিজের আন্ডোকোষে নিজেই মরন টিপ দিয়া মইরা যাইতো😌,1,1,0,0,0,0
"ফ্রান্স, আমি এই পেইজে নতুন। কেউ কি আমাকে প্লিজ বলবেন এই লোকটারে সবাই এমনে গাইল্লাইতাছে কেন? করছে টা কি সে?",1,0,0,0,0,0
পুরা কাউয়াচোদার মত লাগতাছে,1,1,1,0,1,0
আমার দুঃখ একটাই তরে সি ফাষ্ট দেওয়ার পরেও সবার আগেও গালি দিতে পারি না😃 তার আগেই তর কমেন্টবক্স গালিতে বরিয়া যায়,1,1,0,0,1,0
সবাইকে স্বাগতম গালিময়  সন্ধ্যায়।,1,0,0,0,0,0
বয়স যেইটাই হোক তোর মুখ অলোয়েজ পুটকির মতন দেখা যাবে।,1,1,1,0,1,1
এই রকম খোমার ছবি দেখার পরেও যদি আপনার মুখে গালাগালি না আসে তাহলে আপনি ওলি-আউলিয়াদের লেভেল চলে গেছেন,1,0,0,0,0,1
আমার জীবনে শুধু একটা কস্ট😞 তোর বিচি টিপে মারতে পারলেই হতাম সন্তুষ্ট।!,1,0,1,0,1,1
"তোর মুখের লগে বিচি আর ধনের কি হবে সেটাও একবার দেখাইতি। ওহ ভুলে গেসিলাম, তোরত দুইটাই নাই!",1,1,1,0,1,0
তোরে কুত্তায় সুদে দিসে নাকি 😂😂,1,1,1,0,0,0
"যুব সমাজ আজ পথভ্রষ্ট মনে তাদের গোপন কষ্ট পক্ষীর বিচি টিপে তোকে মারতে পারলে, হবে তারা সন্তুষ্ট।।",1,1,0,1,1,0
তোর উপ্রে ঠাডা পড়ছে 🙄,1,1,0,1,0,0
যারা যারা কমেন্ট পড়তে আইসেন তাদের জন্য Special  বিরিয়ানি  ব্যবস্থা করা হয়ছে কমেন্ট পড়া শেষ হলে হাত ধুয়ে নিবেন আর হ্যা কোনো ফহিন্নি রে mention  দিবেন না এমনিতেই বিরিয়ানি  শর্ট😒😒😇,1,1,0,0,0,0
এত ট্যালেন্ট রে বাবা! একে  পর্ণ মুভির নায়ক বানানো  উচিত 🤣🤣🤣🤣🤣,1,1,0,0,0,0
এতে প্রমান হল যে বুড়া বয়সেও তর মুখ খ্যান পুকটির মতন লাগবে 😠,1,1,1,0,1,0
তোমার আমাশা হয়েছে।,1,1,0,0,0,0
"গালি শুনতে শুনতে ছেলেটি বড় হয়ে যাচ্ছে ""কিন্তু জাতি অর রিপ্লে পায়নি কোন কমেন্টের """,1,0,0,0,0,0
"তোর পার্টনার জনি সিন্স এরপরেও তোরে ছেড়ে যাবে না এই ব্যাপারে জনগণ শতভাগ,আশাবাদী।",1,1,0,0,1,0
"গালিগুলো জোশ হচ্ছে না, প্রত্যেকে আবার try করেন ।",1,0,0,0,0,0
এতে প্রমান হল যে বুড়া বয়সেও তর মুখ খ্যান পুকটির মতন লাগবে 😠,1,1,1,0,1,0
"গালিগুলো জোশ হচ্ছে না, প্রত্যেকে আবার try করেন ।",1,0,0,0,0,0
এই ভার্সন আর আপডেট হবেনারে পাগলা 🤣🤣🤣,1,1,1,0,0,0
এই খনিকের পোলারে কি গালি দিয়া মুখটা খারাপ করমু 🐸,1,1,1,0,1,0
তোরে দেইখা এরশাদ চাচার কথা মনে পইড়া গেছে। তাই তোর মতো মাইন্দার পোলারে আজকে আর গালি দিলাম না...,1,1,0,0,0,0
বাড়ার বেটা ইতর বালামার,1,1,1,0,1,0
এখন সবাই কমেন্টে গালি দিবে আপনারে,1,0,0,0,0,0
ভাভাগো,1,0,0,0,0,0
কেই গালি দিবেন না।।,0,0,0,0,0,0
এরচাইতেও যঘন্য লাগে তরে,1,0,0,0,1,0
তোর বিচি ঝুলে গেছে ষুয়াড়!,1,1,1,0,0,0
তরে সি ফাস্ট দিয়া রাখছি যাস্ট ১ টা গালি দিমু বইলা ☺ বাট আজ পযন্ত সবার আগে গালি দিতে পারলাম না 😭,1,0,0,1,1,0
তোমার মালে শুক্রানু কমে গেছে বোক্সোদ...‼,1,1,1,0,1,0
ওরে শালা তোমাকে তো চুতিয়ার মত লাগছে,1,1,1,0,0,0
"কিছু কথা আমি নিজেকেও বলি না, তোকে কী বলবো আরিপ্পা ? 😡😡😡😡😡😡😡😡😡😡",1,0,0,0,0,0
"কেন রে,,, তোর মাসিক হইলো নাকী,,,???",1,1,0,0,1,0
তুই বুইড়া হইয়া গেছত,1,0,0,0,1,0
দূর শালা,1,0,0,0,1,0
বুনো শুয়োর পুরা,1,1,1,0,1,0
বয়স যতই বাড়ুক তোর আবালগীরি কমবো না😎,1,0,0,0,1,0
তুমি একটা বাটপার,1,0,0,0,1,0
ধুর মাদারটেক,1,1,1,0,1,0
গোয়া মারা খাইতে খাইতে আরিপ্পা এখন বুড়ি হইছে,1,1,1,0,1,0
বুইড়া হইলেও তুই এমন টাউট থাকবি....,1,1,1,0,1,0
সেরা বাড়া সেরা 😜,1,1,1,0,0,0
খানকির পোলারে কেউ গালি দিয়েন না।,1,1,1,0,0,0
একটু পর বুঝবি কি হলো... জাস্ট ওয়েট এন্ড সী...,1,0,0,0,1,1
নাইস আরিফ ভাইয়া।😒😒😒😒😒😒,1,0,0,0,0,1
তর এত ট্যালেন্ট রে বাবা! তকে  পর্ণ মুভির নাইকা বানানো  উচিত 🤣🤣🤣🤣🤣,1,1,0,0,1,1
তুই বুইড়া হইলেও কামলাই দেখা যাইবো😒,1,0,0,0,1,1
সালা বুড়বাক,1,0,1,0,0,0
তোর ঠোঁট টা কুত্তার যে লাল বাড়া বের হয় ওই রকম😺😺,1,1,1,0,1,1
জনি সিন্সের ধোন আরো স্মার্ট,1,0,1,0,1,0
একি হল আরিফের?? :) :) Novel Das Shuvo Tr,1,0,0,0,0,0
"সময়  চলে যায়, বাল পাকে ,মানুষ বড় হয়,বিচি ঝুলে যায়। কিন্তু কিছু আচোদা আচোদাই রয়ে যায়",1,1,1,0,1,1
খানকিরপুত এইভাবে তর পু মারা কবে দেখমু।,1,1,1,0,1,0
মিশার পাশে ঘুরিও না বেশি পোন মেরে দিবে,1,1,1,0,0,0
তরে যদি রিফাত শরিফের মত কুবাইতে পারতাম জাতি নিশ্চয় একটা বিচি ছারা পাঠা মুক্ত হইত ।,1,1,1,0,1,1
ভাই তুই মরে যা এতে করে কিছু মানুষের পাপ কমবে যে পরিমান পাবলিক তরে গালি দেয় তাতে করে সবগুলা জান্নাতের দরজা বন্ধ নিশ্চিত এতো মানুষের জান্নাত তুই একলাই খাইয়া ফেলতেছিস,1,1,0,0,0,1
ভাই নামাজ পড়ে আইসাই তোর পিক দেখলাম।তাই কিছু কইলাম না।বেচে থাক তুই।সারাজীবন মানুষের গালাগালি শুনার জন্য।,1,0,0,0,0,0
বাবা মেয়েকে এক সাথে অমায়িকচোদা লাগছে,1,1,1,0,0,0
মিশার♥ জন্যই আজকে গালি থেকে বেঁচে গেলি প্ডার পু,1,1,1,0,0,0
আরিপ দোয়া করো সামনে হসচ রেজাল্ট,1,0,0,0,0,0
এইটার মুখে এত পিম্পল কেন??? 😫😒,1,1,0,0,0,1
"পদ্মা সেতুর জন্য বলে মানুষের কল্লা দরকার, তাহলে কল্লাকাটা আলারা এরে দেখেনা ক্যা?",1,0,0,0,1,0
মিশা চোদাগরের মত লাকছে উনাকে।কে উনি,1,1,1,0,1,1
যখন বিচি টেবিলে রাইখা এক বাড়ি দিলে ২ ভাগ হইয়া ২দিকে কাইত হইয়া পইড়া থাকে সেইভাবে মাথা কাইত কইরা ছবি তুলছোছ :/,1,1,1,0,1,0
তোর পাও উপরে দিয়া মাথা নিচে দিয়া পিডান লাগে।,1,0,0,0,1,1
জাষ্ট নাউতে গালাগালি,1,0,0,0,0,0
Arafat তোমাকে আজ কমেন্ট বক্সে দেখা যায়না 🐸,1,0,0,0,0,0
"ভাগ্যিস আমি ফ্রি ফেইসবুক চালাই, নইলে তোরে যে এই চশমায় মিয়া খলিফার জেন্টস ভার্সন লাগতেছে সেটা দেখে ডরাই যাইতাম",1,0,0,0,0,0
মিসার সাথে পিক দেস আর সাপিক খানের সাথে পিক দিস না কেন বকা তর খাইতেই হইব,1,0,0,0,1,0
আমার জীবনে শুধু একটা কস্ট😞 তোর বিচি টিপে মারতে পারলেই হতাম সন্তুষ্ট।!,1,1,1,0,1,0
আরিফের বিচির উপরিভাগ পদ্মা সেতুতে দান করা হক,1,1,1,0,0,1
দুই বাড়া একসাথে,1,1,1,0,0,0
মন্তব্য পড়তে আসলাম।,1,0,0,0,0,0
এইতো তুই যায়গা মতো গেছো,1,0,0,0,1,0
"লরোবরো লরোবরো ছেপ দিয়া খাড়া করো , এটার মানে কি আরিপ্পা কতো?",1,1,1,0,1,1
কমেন্ট পড়তে আসছি,1,0,0,0,0,0
এই আবালসো*র ছবিতে লাইক দেয় কেডা? ওরা কি মানুষ না এলিয়েন -_-,1,0,1,0,1,1
মিশা ভাই সালার পুতের বিচিগুলো টিপে দেন,1,1,1,0,1,0
মাদারটেক,1,1,1,0,0,0
দুই নডি একলগে হইসে😂😃😃,1,1,1,0,0,0
ওনারে চোশা দে এহন,1,1,1,0,0,0
Safwan Ahmed দে গাইল হালারে,1,1,1,0,0,0
অনুষ্ঠানে গু পরিষ্কার করতে গেসিলি নাকি?? মেথরের বাচ্চা মেথর!!.... 🤣🤣🤣,1,1,1,0,1,1
বাহ্ চুদির্ভাই বাহ্ 😠😠 তুইতো মানুষনা পুরাই চুদির্ভায়ের বাচ্চা তুই 🌚🌚,1,1,1,0,1,1
"ওরে শতানের বাচ্চা, তুই আবার মিশা সওদাগরের লগে ছবি দিছোস। কি মনে করেচিস তুই, তোকে ছেড়ে দিবো শতানের বাচ্চা শতান। তো নিয়ম করে তিন বেলা গালি দেয়া হবে শতানের বাচ্চা!",1,1,1,1,1,1
গালাগালি দেখতে আসলাম তোর পোস্টে। মিশা ভাইয়ের বন্দুকের নলটা শুধু তোর পেছন খুজবে এখন।একদম ল্যাডা ব্যাডা কইরে দিবে তোকে,1,1,1,0,1,0
"গালির ভয়াবহতা দিন দিন কমে যাচ্চে,,,!",1,0,0,0,0,0
তোর পিছনে সজারু ভরে দিব হালা যাতে কাটা ফোটবার ভয়ে কেউ সাজারু টা তোর পিছন থেকে বাইর করতে না পারে 😠,1,1,1,0,1,0
তুই যে চামচার মতো কাছে গিয়া সেল্ফি তুইলা এই পেইজে ছারছ এইটা কি তারা জানে?,1,1,0,0,1,0
"মিশা সওদাগর তো সবাই কে খাইয়া ছাইড়া দেয়, তুই ও বাদ যাবিনাতে চুদনা।",1,1,1,0,0,1
তুই কি মানুষ হবিনা?,1,0,0,0,0,0
এই বাঞ্চোদ কে ওখানে ঢুকতে দিল কে..?,1,1,1,0,1,0
"মানুষ যে এতো গালি খেয়ে তা হজম করতে পারে,  সেটা আগে জানতাম না",1,0,0,0,0,0
সরবত নিয়ে বসলাম কমান্ড পরবো 🙈,1,0,0,0,0,0
"শুনলাম পদ্মা সেতুতে নাকি...অনেক মাথা লাগবো...এখানে ২টা বাইঞ্চোদের মাথা আছে...যারা মাথা খুজে সেতুর জন্য, তাদের এখানে মেনশন দে মাথা দুইটা সেতুতে দিয়া দেশ থাইকা ২টা পাডা কমিয়ে দেশের উন্নয়ন করুক...😒",1,0,1,1,1,1
এই বর্ষায় পাগলার চুলকায় 😁😁,1,0,0,0,0,0
কমেন্ট পড়তে আসছি!,1,0,0,0,0,0
ওরে নটিরপুত,1,1,1,0,1,0
এই শুওরের বাচ্চা।,1,1,0,0,1,0
কার বাইক চুরি কইরা ভাব লস. বলদ কোথাকার,1,1,0,0,1,0
শয়তান,1,0,0,0,1,0
ভচ,1,0,0,0,0,0
শাওয়ার নাতি,1,1,0,0,1,0
খানকির পুলা তর পুস্ট দেখলে মন্ডা করে এরকম চাপাতি দিয়ে তরে ৩টুকরা করে ফালাই শুয়ের কা বাচ্চা তুই,1,1,0,1,1,1
ভছ আপনার টাকা উঠানোর ভান্ড টা কই লুকাই রাখছেন 🙄🙄🙄,1,0,0,0,0,0
গুয়াময় পটো 😎,1,0,0,0,0,0
পানিতে ডুইব্বা মইরা যা...,1,1,0,1,0,0
শুয়োর টা ভং ধরেছে,1,0,0,0,1,0
যাহ মাদারচোদ তরে আর গালি দিতেও ভাল্লাগে না !  😑😑,1,1,1,0,1,0
চুদ চুদ চুদ উর্ধ্ব গগনে তুলিয়া পোঁদ,1,1,1,0,1,0
বকা দিলাম না,1,0,0,0,0,0
তোরে,1,0,0,0,0,0
তোর কপালে চোদন আছে ধইঞ্চুদ কোহানকার!,1,1,1,0,0,0
পাডার পো পাডা তোরে ম্যানহোলে ডুবাইয়া মারতে পারতাম যদি,1,0,0,1,0,0
কোনো ইম্প্রুভ করতে পারো নাই,1,0,0,0,0,0
আজকে মনেহয় হাহা রিএক্ট কম পইরা গেছে,1,0,0,0,0,0
মাদারটোস্ট......,1,0,1,0,1,0
ওরে খানদানির  পোলা.....ওরফে খানকির পোলা,1,0,1,0,1,0
গরু তুই মানুষ হলি না,1,0,0,0,1,0
বানচোদ!,1,0,1,0,1,0
"অরে দুচানি,,বানান ঠিক কর,,,",1,0,1,0,0,0
বাইঞ্চুদের বলদ মার্কা খোমা দেখে আর পড়তে পারলাম্না। হ্লা বলদ,1,1,1,0,1,0
ভাগ শালারা,1,0,0,0,1,0
শুয়োরের বাচ্চা মানুষের মাঝে তুই কি করস?🤓,1,1,0,0,1,0
কুকুরের বাচ্চাটাও মোটরসাইকেল চালায়।,1,1,0,0,1,1
দেখ কিভাবে কাজের মাইয়াদের গায়ের গন্ধ নিচ্ছে।। শালা লুচ্ছা😠,1,0,0,0,0,0
কি ভাগ্য আপনার প্রথম কমেন্ট করছেন,1,0,0,0,0,0
এই হালারপো এর জন্যে দেশে কাজের বুয়া পাওয়া যাচ্ছে না! শালার পাঠা,1,1,0,0,1,0
গালি উৎসবের দিনের প্রথম অধিবেশনে স্বাগত জানাই।,1,0,0,0,0,0
তোর গালি খায়ে পেট ভরে না? এত গালি খাওয়ার পরও চালায় জাস ক্যাম্নে! -_-,1,0,0,0,0,0
এই ভিডিও দেখে ২ লাখ মানুষ টিকটক করা ছেড়ে দিয়েছে।,1,0,0,0,0,0
খানকির পোলা নোডির পোলা আগে এই কথার জবাব দে আমি কেমনে তোর টপ ফ্যান হইলাম??,1,1,1,0,1,0
থাক তোমার হোগায় অনেক কারেন্ট।,1,0,0,0,0,0
তুই এখনো পাবনা মেন্টাল এ যাচ নাই?🤣,1,0,0,0,1,0
আবালচোদা😂,1,0,1,0,1,0
দেখো স্বজাতি বাঞ্চোদ প্রজাতি😂😂😂,1,0,1,0,1,1
বিউটি কুইন।,1,0,0,0,0,0
খানকি মাগীর বাচ্চা তোর পুটকি মারব,1,1,1,1,1,0
তর সাউয়া🙄,1,0,0,0,1,0
হালাফো হালা,1,0,0,0,1,0
মাইন্দারের পো...,1,0,0,0,1,0
বেশ্যা,1,0,0,0,1,0
এই কুত্তার বাচ্চা। ঘুম থেকে উঠে তরে গালি দিলাম,1,1,0,0,1,1
দেশের শ্রেষ্ট বেহায়া তুই,1,0,0,0,1,0
নারে ছবিটা খুব সুন্দর আসছে,1,0,0,0,0,0
ইচ্ছা করতেছে হুগার ভেতর দিয়া পা ঢুকিয়ে কইলজার ভেতরে কসাইয়া একটা লাত্তি দেই।কি শাওয়ার পোষ্ট দাও।,1,0,0,1,1,0
"খয়রাতির বাচ্চারে মনে হইতাছে, হারবাল কোম্পানির যৌন দূর্বলার প্রতীক",1,0,0,0,1,1
এখানে ছেলে কোনটা?,1,0,0,0,0,0
চোরেন্ডিয়া দিয়ে তোরে 👉👌,1,0,0,0,0,0
তুই আবার আইছো.....,1,0,0,0,0,0
নুনুর গোড়া দিয়ে বিচি কেটে দাও,1,1,1,0,0,0
মডেল বাল খান,1,0,0,0,1,0
শুয়োর।,1,0,0,0,1,0
চুদির পোলা!,1,0,0,0,1,0
মাদারচোদ,1,0,0,0,1,0
শুয়োর ছানা,1,0,0,0,1,0
লেসবিয়ান,1,0,0,0,1,1
ভাই জিতসেন,1,0,0,0,0,0
হোগায় হোগা ঘষে কারেন্ট উৎপাদন করতেসে।,1,1,0,0,0,0
"কার ব্লাউজ যে চুরি করচচ,,, সেটাই বুজতেছিনা!",1,1,0,0,0,0
তোর মোচ দেখে মনে হলো অনেক দিন বাল কাটিনা।।।  খুশিতে ইচ্ছা করতেছে একটা বাল ছিড়া তাবিজ বানাইয়া তোর গলায় গুলায় দেই সালা কামলা চোদা,1,1,1,0,0,0
আর কত ধৈর্য ধরমু,1,0,0,0,0,0
"এই হালায় শিউর,পোস্টের নোটিফিকেশন অফ করে রাখে",1,0,0,0,1,0
মাদারচোদ সকাল সকাল মেগাবাইটের পুটকি মাইরা নিলি.. এখন আমার MB ফেরত দে?,1,0,1,0,0,0
আরে নডিরপুত  মাদ্দারচোদ খানকিরপুত হেডারপুত তোর এই সব কর্ম কান্ডে বাংলাদেশের মানুষের ইদ হোগা মারা খাইবো,1,1,1,0,0,0
গুলিস্থানের রাস্তায় করসে নাকি,1,0,0,0,0,0
গরু 😡,1,0,0,0,0,0
তুই ভালা হবু না,1,0,0,0,0,0
তুই খানিকর পোলা রোহিংগার চোদা😡,1,1,1,0,0,0
"৩০-৪০ টা প্যান্টি জোড়া দিয়ে জোড়া দিয়ে আরিপ্পা চুইংচোত একটা পাঞ্জাবি বানাইছে, সবাই লাভ রিয়েক্ট দিন ।  এক রিয়েক্ট - একবার হোগামারা দেয়া ওরে৷",1,1,1,0,0,0
তুর টপ ফ্যান হওয়ার চেয়ে  নিজের হোগা নিজে মেরে মরে যাওয়া ভাল👃👃,1,0,1,0,0,0
পাঞ্জাবি তে গু লাগসে...,1,0,0,0,0,0
আমি  মেঘনা ব্রীজ দেখেছি । রাঙামাটির ঝুলন্ত ব্রীজ দেখেছি। হলিপুর ভিডিও দেখেছি হাতিপুর  এডিটিং ছবি দেখেছি। হিরো আলমের আবাল মার্কা ছবি দেখেছি নাতাশা সানি লিওন মিয়া খলিফার জনি সিন্সের ভিডিও দেখেছি।  কিন্তু বিশ্বাস করেন ভাই  আপনার মত বাইন চোদ জীবনে ও দেখিনি হ্লা মাদারবোর্ড😡,1,1,1,0,0,0
ভাভাগো কি ইংলিশ,1,0,0,0,0,0
মানুষ এতো বোকাচোদা কেম্নে হয়? আরে বোকাচোদা পিক দিলে দিতি দিনে  মানুষ তোরে কম বকাবকি করতো😑 এখন গালি সামলাও বিচিলেস মঠেল😈,1,0,0,0,0,0
তার জন্মদিনে কি তোরে বাসন মাজতে নিছে...??,1,0,0,0,0,0
তুই কি মানুষ হবিনা?,1,0,0,0,0,0
সালাবাঞ্চুদ🐸,1,0,0,0,1,0
বক্সোদেক্টা 😠😠,1,1,0,0,1,0
তুই কি ছোটকালে কুত্তার দুধ খাইছিলি কোনদিন?,1,0,0,0,0,0
ভাই অস্থির,1,0,0,0,0,0
জাঙ্গিয়া,1,0,0,0,0,0
"এ ব্যাস্যার বেটা ...পাগলা ফ্যান চোদাস? চুদমারানির ছোল ৷ সিমেন্টের কন্ডম দিয়ে চুদমো তোক...লটির ব্যাট এমনি মেজাজ খারাপ ..তারউপর আবার পাগলা ফ্যান চোদাও? ফ্যান তোমার পাচায় ঢুকে দিয়ে ফুল স্পীড দিয়ে দিব,,,,ব্লেডারে তোর পাচা ঢুকিয়ে জুস বানিয়ে ফ্রি ..সার্ভিস দিব... জনগনরে...",1,1,1,0,1,0
জোড়াডা মেলছে ভালই,1,0,0,0,0,0
একদম এইবার ঠিক আছে।   দুই মাগি একসাথে😂😂,1,1,1,0,0,0
"তো দুইডাই তো বিচিলেস,  তো কে কাকে মেরেছো বাচ্চারা",1,1,1,0,0,0
শাউয়ার মডেল আমার,1,1,1,0,0,0
দুই গে একসাথে ,1,1,1,0,0,0
দুই মান্দির পোলা এক লগে,1,1,1,0,1,0
দুইটা ছাগল,1,1,1,0,1,0
বালের মডেল,1,0,1,0,0,0
পাগল ছাড়া কেউ এর ফ্যান হতে পারে না।,1,0,0,0,0,0
তুর হেডা মাদারচোদ,1,1,1,0,0,0
এইটা দেখি আফ্রিদি,1,0,0,0,0,0
"চোদনা ""মঠেল আরিও কান এর পাগলা হেটার"" নামে পেজ খোল।",1,1,1,0,0,0
"পাগলা হাওয়ার তরে, রাউটার এর সুইচ দিছি বন্ধ করে।ওরে ওরে হাওয়া থামনারে, আরিপ্পারে পোন্দামু বহুদিন পরে।",1,0,0,0,0,0
লাদেন থাকলে তোর পুটকিতে বোম মারতো 💣 🐸,1,1,0,0,0,0
"প্রিয় মডেল আরিফ খান,, আমরা সকলেই তোমার ভক্ত,,, যদিও তোমাকে নিয়ে ট্রল করে কিন্তু মন থেকে তারা সবাই তোমাকে চায়,,তোমার নাটক এবং ভিডিওগুলো দেখে, তোমাকে ফলো করে দেশে আজ অনেক মডেল তৈরি হয়েছে। তুমি বাংলাদেশেরই নও,,পৃথিবীর সেরা মডেল।  যদি এসব ভাইব্যা থাকস তাইলে শোন,, তুই সালা একটা বাইঞ্চোদ!!",1,1,1,0,0,0
আমার জীবনে একটাই কষ্ট সারাজীবন শুধু তর শুটিং এর পিক দেইখা গেলাম মাগার...তুই যে এই বালের শুটিং করস এই গান নাটক এগুলা কি এলিয়েন গ্রহে দেখায় নাকি রে আরিপ সালার পো...😒,1,1,1,0,1,1
"নাটাই ছাড়া ঘুড়ি ... শরীর ছাড়া ভূড়ি ... পানি ছাড়া খাল ..আর বয়স ছাড়া বাল ""! বড়ই বেমানান.... ওরে চুদানীর ইবলিশ নাকের বাল গুলো কাটিস",1,1,1,0,0,0
"চুদির পুত, চুদির বইন,  চুদির দাদা, চুদির সালি সব বিগ্রেড বাইঞ্চদ আরিপ্পার হোগা মারতে একত্রিত হয়েছে। ভালো করে ডাবর হানি মাখিয়ে চুদিস চুদির ভাইরা।",1,1,1,0,1,1
"তোর গোয়ার মধ্যে ফুটবল ঢুকিয়ে দেব । তোর ধন দিয়া ইঁদুরের গর্ত বন্ধ করমু । তোর সাউয়ার মধ্যে ককটেল ঢুকামু । হেডাচুদা , তোর ছবি কোথায় দেখায় ?",1,1,1,1,1,1
বালের টাইম হ্লার পুত,1,0,0,0,1,0
"ওহে ভন্ড কে তুমি বৎস? ধরিয়া মৎস, বেচিয়া গঞ্জে আকুল ও কুঞ্জে, না খাইয়া তাজা; কেন তুমি ভক্ষন করিলে মেয়াদ উত্তীর্ণ গাজা?",1,0,0,0,0,0
ঝুকি দে শুয়ার😡,1,1,1,0,0,0
"কে রে চুদ্দির বাল , হাত এদিক ওদিক দিস কিল্লাই ৷ বাইনপোত্ত ৷",1,1,1,0,0,0
এতদিন সবাই কেন তোরে গালি দেয় সেই রহস্য খোঁজে পেলাম।,1,0,0,0,0,0
দোদে চাপ লাগছে।,1,0,0,0,0,0
"মাদারর্চোদ, তোর ভিড্যুতে তো নুডুটি রিপোর্ট মারবো",1,1,1,0,0,0
সালা আবাল মইরাজা তুই.!,1,1,1,0,0,0
